_op,StudentTeachingGroupEnrolmentLocalId,Status,Student.LocalId,Student.NationalStudentNumber,Student.YearLevel,Organisation.RefId,TeachingGroup.LocalId,StartDate,RecordAudit.CreatedDateTime,RecordAudit.LastUpdatedDateTime
upsert,2020_8008_HR7_HR8_ST8000467,A,ST8000467,9008000467,8,8008,2020_8008_HR7_HR8,2020-12-03,2020-05-27T13:58:00+1200,2020-05-27T13:58:00+1200
upsert,2020_8008_HR7_HR8_ST8100475,A,ST8100475,9008100475,8,8008,2020_8008_HR7_HR8,2020-12-04,2020-05-27T13:58:15+1200,2020-05-27T13:58:15+1200
upsert,2020_8008_HR7_HR8_ST8000482,A,ST8000482,9008000482,7,8008,2020_8008_HR7_HR8,2020-12-05,2020-05-27T13:58:30+1200,2020-05-27T13:58:30+1200
upsert,2020_8008_HR7_HR8_ST8000495,A,ST8000495,9008000495,7,8008,2020_8008_HR7_HR8,2020-12-06,2020-05-27T13:58:45+1200,2020-05-27T13:58:45+1200
upsert,2020_8008_HR11_HR13_ST8000505,A,ST8000505,9008000505,13,8008,2020_8008_HR11_HR13,2020-12-07,2020-05-27T13:59:00+1200,2020-05-27T13:59:00+1200
upsert,2020_8008_HR11_HR13_ST8000518,A,ST8000518,9008000518,13,8008,2020_8008_HR11_HR13,2020-12-08,2020-05-27T13:59:15+1200,2020-05-27T13:59:15+1200
upsert,2020_8008_HR11_HR13_ST8000520,A,ST8000520,9008000520,12,8008,2020_8008_HR11_HR13,2020-12-09,2020-05-27T13:59:30+1200,2020-05-27T13:59:30+1200
upsert,2020_8008_HR11_HR13_ST8000533,A,ST8000533,9008000533,12,8008,2020_8008_HR11_HR13,2020-12-10,2020-05-27T13:59:45+1200,2020-05-27T13:59:45+1200
upsert,2020_8008_HR11_HR13_ST8000546,A,ST8000546,9008000546,11,8008,2020_8008_HR11_HR13,2020-12-11,2020-05-27T14:00:00+1200,2020-05-27T14:00:00+1200
upsert,2020_8008_HR11_HR13_ST8000559,A,ST8000559,9008000559,11,8008,2020_8008_HR11_HR13,2020-12-12,2020-05-27T14:00:14+1200,2020-05-27T14:00:14+1200
upsert,2020_8008_HR11_HR13_ST8000561,A,ST8000561,9008000561,11,8008,2020_8008_HR11_HR13,2020-12-13,2020-05-27T14:00:30+1200,2020-05-27T14:00:30+1200
upsert,2020_8008_HR11_HR13_ST8000574,A,ST8000574,9008000574,11,8008,2020_8008_HR11_HR13,2020-12-14,2020-05-27T14:00:45+1200,2020-05-27T14:00:45+1200
upsert,2020_8008_HR10_ST8000587,A,ST8000587,9008000587,10,8008,2020_8008_HR10,2020-12-15,2020-05-27T14:01:00+1200,2020-05-27T14:01:00+1200
upsert,2020_8008_HR10_ST8100595,A,ST8100595,9008100595,10,8008,2020_8008_HR10,2020-12-16,2020-05-27T14:01:15+1200,2020-05-27T14:01:15+1200
upsert,2020_8008_HR10_ST8100605,A,ST8100605,9008100605,10,8008,2020_8008_HR10,2020-12-17,2020-05-27T14:01:30+1200,2020-05-27T14:01:30+1200
upsert,2020_8008_HR9_ST8000612,A,ST8000612,9008000612,9,8008,2020_8008_HR9,2020-12-18,2020-05-27T14:01:45+1200,2020-05-27T14:01:45+1200
upsert,2020_8008_HR9_ST8000625,A,ST8000625,9008000625,9,8008,2020_8008_HR9,2020-12-19,2020-05-27T14:02:00+1200,2020-05-27T14:02:00+1200
upsert,2020_8008_HR9_ST8000638,A,ST8000638,9008000638,9,8008,2020_8008_HR9,2020-12-20,2020-05-27T14:02:15+1200,2020-05-27T14:02:15+1200
upsert,2020_8008_HR9_ST8000640,A,ST8000640,9008000640,9,8008,2020_8008_HR9,2020-12-21,2020-05-27T14:02:30+1200,2020-05-27T14:02:30+1200
