_op,StudentProviderEnrolmentLocalId,Student.LocalId,Student.NationalStudentNumber,Provider.RefId,StudentId,EntryDate,Status,ECEEducationHistoryList.ECEType.Type,EarlyChildhoodEnrolment.ECEYearLevel,EarlyChildhoodEnrolment.Curriculum,SchoolEnrolmentList.SchoolEnrolment.SchoolCalendarYear,SchoolEnrolmentList.SchoolEnrolment.StartDate,SchoolEnrolmentList.SchoolEnrolment.MembershipType,SchoolEnrolmentList.SchoolEnrolment.YearLevel,SchoolEnrolmentList.SchoolEnrolment.FTE,SchoolEnrolmentList.SchoolEnrolment.FundingType,SchoolEnrolmentList.SchoolEnrolment.FundingYearLevel,SchoolEnrolmentList.SchoolEnrolment.Curriculum,RecordAudit.CreatedDateTime,RecordAudit.LastUpdatedDateTime
upsert,2020_8007_ST7000523,ST7000523,9007000523,8007,ST7000523,2016-01-30,ACT,EUN,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:40:15+1200,2020-05-27T13:40:15+1200
upsert,2020_8007_ST7000536,ST7000536,9007000536,8007,ST7000536,2016-01-30,ACT,ETU,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:40:30+1200,2020-05-27T13:40:30+1200
upsert,2020_8007_ST7000549,ST7000549,9007000549,8007,ST7000549,2016-01-30,ACT,ETU,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:40:45+1200,2020-05-27T13:40:45+1200
upsert,2020_8007_ST7000551,ST7000551,9007000551,8007,ST7000551,2016-01-30,ACT,EUN,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:41:00+1200,2020-05-27T13:41:00+1200
upsert,2020_8007_ST7000564,ST7000564,9007000564,8007,ST7000564,2016-01-30,ACT,EPC,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:41:15+1200,2020-05-27T13:41:15+1200
upsert,2020_8007_ST7000577,ST7000577,9007000577,8007,ST7000577,2016-01-30,ACT,EOS,,,2020,2020-01-27,BASE,13,1,NA,13,NZC,2020-05-27T13:41:30+1200,2020-05-27T13:41:30+1200
upsert,2020_8007_ST7100585,ST7100585,9007100585,8007,ST7100585,2017-01-30,ACT,EPG,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:41:45+1200,2020-05-27T13:41:45+1200
upsert,2020_8007_ST7000592,ST7000592,9007000592,8007,ST7000592,2018-01-30,ACT,ECO,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:42:00+1200,2020-05-27T13:42:00+1200
upsert,2020_8007_ST7000602,ST7000602,9007000602,8007,ST7000602,2018-01-30,ACT,ENA,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:42:15+1200,2020-05-27T13:42:15+1200
upsert,2020_8007_ST7000615,ST7000615,9007000615,8007,ST7000615,2018-01-30,ACT,ECO,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:42:29+1200,2020-05-27T13:42:29+1200
upsert,2020_8007_ST7000628,ST7000628,9007000628,8007,ST7000628,2018-01-30,ACT,EPC,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:42:45+1200,2020-05-27T13:42:45+1200
upsert,2020_8007_ST7000630,ST7000630,9007000630,8007,ST7000630,2018-01-30,ACT,EPG,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:43:00+1200,2020-05-27T13:43:00+1200
upsert,2020_8007_ST7000643,ST7000643,9007000643,8007,ST7000643,2019-01-30,ACT,ENA,,,2020,2020-01-27,BASE,10,1,SF,10,NZC,2020-05-27T13:43:15+1200,2020-05-27T13:43:15+1200
upsert,2020_8007_ST7000656,ST7000656,9007000656,8007,ST7000656,2019-01-30,ACT,ECO,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:43:30+1200,2020-05-27T13:43:30+1200
upsert,2020_8007_ST7000669,ST7000669,9007000669,8007,ST7000669,2019-01-30,ACT,EOS,,,2020,2020-01-27,BASE,10,1,NA,10,NZC,2020-05-27T13:43:45+1200,2020-05-27T13:43:45+1200
upsert,2020_8007_ST7000671,ST7000671,9007000671,8007,ST7000671,2019-01-30,ACT,ETU,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:44:00+1200,2020-05-27T13:44:00+1200
upsert,2020_8007_ST7000684,ST7000684,9007000684,8007,ST7000684,2019-01-30,ACT,EUN,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:44:15+1200,2020-05-27T13:44:15+1200
upsert,2020_8007_ST7000697,ST7000697,9007000697,8007,ST7000697,2020-01-30,ACT,EKE,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:44:30+1200,2020-05-27T13:44:30+1200
upsert,2020_8007_ST7000707,ST7000707,9007000707,8007,ST7000707,2020-01-30,ACT,EPG,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:44:45+1200,2020-05-27T13:44:45+1200
upsert,2020_8007_ST7100715,ST7100715,9007100715,8007,ST7100715,2020-01-30,ACT,EUN,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:44:59+1200,2020-05-27T13:44:59+1200
upsert,2020_8007_ST7000722,ST7000722,9007000722,8007,ST7000722,2020-01-30,ACT,ETU,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:45:15+1200,2020-05-27T13:45:15+1200
upsert,2020_8007_ST7000735,ST7000735,9007000735,8007,ST7000735,2020-01-30,ACT,EUN,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:45:30+1200,2020-05-27T13:45:30+1200
upsert,2020_8007_ST7000748,ST7000748,9007000748,8007,ST7000748,2020-01-30,ACT,ENA,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:45:45+1200,2020-05-27T13:45:45+1200
upsert,2020_8007_ST7000750,ST7000750,9007000750,8007,ST7000750,2017-01-30,ACT,ENA,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:46:00+1200,2020-05-27T13:46:00+1200
upsert,2020_8007_ST7000763,ST7000763,9007000763,8007,ST7000763,2018-01-30,ACT,ENA,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:46:15+1200,2020-05-27T13:46:15+1200
upsert,2020_8008_ST8000002,ST8000002,9008000002,8008,ST8000002,2014-01-30,ACT,ENA,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:46:29+1200,2020-05-27T13:46:29+1200
upsert,2020_8008_ST8000015,ST8000015,9008000015,8008,ST8000015,2014-01-30,ACT,EPC,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:46:45+1200,2020-05-27T13:46:45+1200
upsert,2020_8008_ST8000028,ST8000028,9008000028,8008,ST8000028,2014-01-30,ACT,EOS,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:47:00+1200,2020-05-27T13:47:00+1200
upsert,2020_8008_ST8000030,ST8000030,9008000030,8008,ST8000030,2014-01-30,ACT,ETU,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:47:15+1200,2020-05-27T13:47:15+1200
upsert,2020_8008_ST8000043,ST8000043,9008000043,8008,ST8000043,2015-01-30,ACT,EUN,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:47:30+1200,2020-05-27T13:47:30+1200
upsert,2020_8008_ST8000056,ST8000056,9008000056,8008,ST8000056,2015-01-30,ACT,ENA,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:47:45+1200,2020-05-27T13:47:45+1200
upsert,2020_8008_ST8000069,ST8000069,9008000069,8008,ST8000069,2016-01-30,ACT,ENA,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:48:00+1200,2020-05-27T13:48:00+1200
upsert,2020_8008_ST8000071,ST8000071,9008000071,8008,ST8000071,2016-01-30,ACT,EUN,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:48:15+1200,2020-05-27T13:48:15+1200
upsert,2020_8008_ST8000084,ST8000084,9008000084,8008,ST8000084,2016-01-30,ACT,EUN,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:48:30+1200,2020-05-27T13:48:30+1200
upsert,2020_8008_ST8000097,ST8000097,9008000097,8008,ST8000097,2017-01-30,ACT,ENA,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:48:45+1200,2020-05-27T13:48:45+1200
upsert,2020_8008_ST8000107,ST8000107,9008000107,8008,ST8000107,2017-01-30,ACT,EPG,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:48:59+1200,2020-05-27T13:48:59+1200
upsert,2020_8008_ST8100115,ST8100115,9008100115,8008,ST8100115,2017-01-30,ACT,EOS,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:49:15+1200,2020-05-27T13:49:15+1200
upsert,2020_8008_ST8000122,ST8000122,9008000122,8008,ST8000122,2018-01-30,ACT,EUN,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:49:30+1200,2020-05-27T13:49:30+1200
upsert,2020_8008_ST8000135,ST8000135,9008000135,8008,ST8000135,2018-01-30,ACT,EPG,,,2020,2020-01-27,BASE,9,1,SF,9,NZC,2020-05-27T13:49:45+1200,2020-05-27T13:49:45+1200
upsert,2020_8008_ST8000148,ST8000148,9008000148,8008,ST8000148,2018-01-30,ACT,ETU,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:50:00+1200,2020-05-27T13:50:00+1200
upsert,2020_8008_ST8000150,ST8000150,9008000150,8008,ST8000150,2019-01-30,ACT,ENA,,,2020,2020-01-27,BASE,8,1,RE,8,NZC,2020-05-27T13:50:15+1200,2020-05-27T13:50:15+1200
upsert,2020_8008_ST8000163,ST8000163,9008000163,8008,ST8000163,2019-01-30,ACT,EOS,,,2020,2020-01-27,BASE,8,1,RE,8,NZC,2020-05-27T13:50:30+1200,2020-05-27T13:50:30+1200
upsert,2020_8008_ST8000176,ST8000176,9008000176,8008,ST8000176,2019-01-30,ACT,EKE,,,2020,2020-01-27,BASE,8,1,RE,8,NZC,2020-05-27T13:50:45+1200,2020-05-27T13:50:45+1200
upsert,2020_8008_ST8000189,ST8000189,9008000189,8008,ST8000189,2019-01-30,ACT,EUN,,,2020,2020-01-27,BASE,8,1,RE,8,NZC,2020-05-27T13:51:00+1200,2020-05-27T13:51:00+1200
upsert,2020_8008_ST8000191,ST8000191,9008000191,8008,ST8000191,2020-01-30,ACT,ECO,,,2020,2020-01-27,BASE,7,1,TPRE,7,NZC,2020-05-27T13:51:15+1200,2020-05-27T13:51:15+1200
upsert,2020_8008_ST8000201,ST8000201,9008000201,8008,ST8000201,2020-01-30,ACT,EPC,,,2020,2020-01-27,BASE,7,1,TPRE,7,NZC,2020-05-27T13:51:30+1200,2020-05-27T13:51:30+1200
upsert,2020_8008_ST8000214,ST8000214,9008000214,8008,ST8000214,2020-01-30,ACT,EUN,,,2020,2020-01-27,BASE,7,1,NA,7,NZC,2020-05-27T13:51:45+1200,2020-05-27T13:51:45+1200
upsert,2020_8008_ST8000227,ST8000227,9008000227,8008,ST8000227,2020-01-30,ACT,EPC,,,2020,2020-01-27,BASE,7,1,RE,7,NZC,2020-05-27T13:52:00+1200,2020-05-27T13:52:00+1200
upsert,2020_8008_ST8100235,ST8100235,9008100235,8008,ST8100235,2020-01-30,ACT,EUN,,,2020,2020-01-27,BASE,7,1,RE,7,NZC,2020-05-27T13:52:15+1200,2020-05-27T13:52:15+1200
upsert,2020_8008_ST8000242,ST8000242,9008000242,8008,ST8000242,2020-01-30,ACT,EUN,,,2020,2020-01-27,BASE,7,1,RE,7,NZC,2020-05-27T13:52:30+1200,2020-05-27T13:52:30+1200
upsert,2020_8008_ST8000255,ST8000255,9008000255,8008,ST8000255,2014-01-30,ACT,ENA,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:52:45+1200,2020-05-27T13:52:45+1200
upsert,2020_8008_ST8000268,ST8000268,9008000268,8008,ST8000268,2015-01-30,ACT,EUN,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:53:00+1200,2020-05-27T13:53:00+1200
upsert,2020_8008_ST8000270,ST8000270,9008000270,8008,ST8000270,2015-01-30,ACT,EPG,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:53:15+1200,2020-05-27T13:53:15+1200
upsert,2020_8008_ST8000283,ST8000283,9008000283,8008,ST8000283,2015-01-30,ACT,ENA,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:53:30+1200,2020-05-27T13:53:30+1200
upsert,2020_8008_ST8000296,ST8000296,9008000296,8008,ST8000296,2016-01-30,ACT,EOS,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:53:44+1200,2020-05-27T13:53:44+1200
upsert,2020_8008_ST8000306,ST8000306,9008000306,8008,ST8000306,2017-01-30,ACT,EUN,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:54:00+1200,2020-05-27T13:54:00+1200
upsert,2020_8008_ST8000319,ST8000319,9008000319,8008,ST8000319,2017-01-30,ACT,EUN,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:54:15+1200,2020-05-27T13:54:15+1200
upsert,2020_8008_ST8000321,ST8000321,9008000321,8008,ST8000321,2017-01-30,ACT,EPG,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:54:30+1200,2020-05-27T13:54:30+1200
upsert,2020_8008_ST8000334,ST8000334,9008000334,8008,ST8000334,2017-01-30,ACT,EKE,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:54:45+1200,2020-05-27T13:54:45+1200
upsert,2020_8008_ST8000347,ST8000347,9008000347,8008,ST8000347,2017-01-30,ACT,EPC,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:55:00+1200,2020-05-27T13:55:00+1200
upsert,2020_8008_ST8100355,ST8100355,9008100355,8008,ST8100355,2017-01-30,ACT,ETU,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:55:15+1200,2020-05-27T13:55:15+1200
upsert,2020_8008_ST8000362,ST8000362,9008000362,8008,ST8000362,2017-01-30,ACT,EPG,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:55:30+1200,2020-05-27T13:55:30+1200
upsert,2020_8008_ST8000375,ST8000375,9008000375,8008,ST8000375,2018-01-30,ACT,ETU,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:55:45+1200,2020-05-27T13:55:45+1200
upsert,2020_8008_ST8000388,ST8000388,9008000388,8008,ST8000388,2018-01-30,ACT,EOS,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:56:00+1200,2020-05-27T13:56:00+1200
upsert,2020_8008_ST8000390,ST8000390,9008000390,8008,ST8000390,2018-01-30,ACT,EOS,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:56:14+1200,2020-05-27T13:56:14+1200
upsert,2020_8008_ST8000400,ST8000400,9008000400,8008,ST8000400,2018-01-30,ACT,ENA,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:56:30+1200,2020-05-27T13:56:30+1200
upsert,2020_8008_ST8000413,ST8000413,9008000413,8008,ST8000413,2018-01-30,ACT,EUN,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:56:45+1200,2020-05-27T13:56:45+1200
upsert,2020_8008_ST8000426,ST8000426,9008000426,8008,ST8000426,2019-01-30,ACT,EKE,,,2020,2020-01-27,BASE,8,1,RE,8,NZC,2020-05-27T13:57:00+1200,2020-05-27T13:57:00+1200
upsert,2020_8008_ST8000439,ST8000439,9008000439,8008,ST8000439,2019-01-30,ACT,EUN,,,2020,2020-01-27,BASE,8,1,RE,8,NZC,2020-05-27T13:57:15+1200,2020-05-27T13:57:15+1200
upsert,2020_8008_ST8000441,ST8000441,9008000441,8008,ST8000441,2019-01-30,ACT,ENA,,,2020,2020-01-27,BASE,8,1,RE,8,NZC,2020-05-27T13:57:30+1200,2020-05-27T13:57:30+1200
upsert,2020_8008_ST8000454,ST8000454,9008000454,8008,ST8000454,2019-01-30,ACT,EOS,,,2020,2020-01-27,BASE,8,1,RE,8,NZC,2020-05-27T13:57:44+1200,2020-05-27T13:57:44+1200
upsert,2020_8008_ST8000467,ST8000467,9008000467,8008,ST8000467,2019-01-30,ACT,EPG,,,2020,2020-01-27,BASE,8,1,RE,8,NZC,2020-05-27T13:58:00+1200,2020-05-27T13:58:00+1200
upsert,2020_8008_ST8100475,ST8100475,9008100475,8008,ST8100475,2019-01-30,ACT,EUN,,,2020,2020-01-27,BASE,8,1,RE,8,NZC,2020-05-27T13:58:15+1200,2020-05-27T13:58:15+1200
upsert,2020_8008_ST8000482,ST8000482,9008000482,8008,ST8000482,2020-01-30,ACT,EPC,,,2020,2020-01-27,BASE,7,1,NA,7,NZC,2020-05-27T13:58:30+1200,2020-05-27T13:58:30+1200
upsert,2020_8008_ST8000495,ST8000495,9008000495,8008,ST8000495,2020-01-30,ACT,ECO,,,2020,2020-01-27,BASE,7,1,RE,7,NZC,2020-05-27T13:58:45+1200,2020-05-27T13:58:45+1200
upsert,2020_8008_ST8000505,ST8000505,9008000505,8008,ST8000505,2014-01-30,ACT,EPC,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:59:00+1200,2020-05-27T13:59:00+1200
upsert,2020_8008_ST8000518,ST8000518,9008000518,8008,ST8000518,2014-01-30,ACT,EKE,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:59:15+1200,2020-05-27T13:59:15+1200
upsert,2020_8008_ST8000520,ST8000520,9008000520,8008,ST8000520,2015-01-30,ACT,EUN,,,2020,2020-01-27,BASE,12,1,SF,12,NZC,2020-05-27T13:59:30+1200,2020-05-27T13:59:30+1200
upsert,2020_8008_ST8000533,ST8000533,9008000533,8008,ST8000533,2015-01-30,ACT,EUN,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:59:45+1200,2020-05-27T13:59:45+1200
upsert,2020_8008_ST8000546,ST8000546,9008000546,8008,ST8000546,2016-01-30,ACT,ENA,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T14:00:00+1200,2020-05-27T14:00:00+1200
upsert,2020_8008_ST8000559,ST8000559,9008000559,8008,ST8000559,2016-01-30,ACT,ETU,,,2020,2020-01-27,BASE,11,1,SF,11,NZC,2020-05-27T14:00:14+1200,2020-05-27T14:00:14+1200
upsert,2020_8008_ST8000561,ST8000561,9008000561,8008,ST8000561,2016-01-30,ACT,ENA,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T14:00:30+1200,2020-05-27T14:00:30+1200
upsert,2020_8008_ST8000574,ST8000574,9008000574,8008,ST8000574,2016-01-30,ACT,EKE,,,2020,2020-01-27,BASE,11,1,SF,11,NZC,2020-05-27T14:00:45+1200,2020-05-27T14:00:45+1200
upsert,2020_8008_ST8000587,ST8000587,9008000587,8008,ST8000587,2017-01-30,ACT,ECO,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T14:01:00+1200,2020-05-27T14:01:00+1200
upsert,2020_8008_ST8100595,ST8100595,9008100595,8008,ST8100595,2017-01-30,ACT,ENA,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T14:01:15+1200,2020-05-27T14:01:15+1200
upsert,2020_8008_ST8100605,ST8100605,9008100605,8008,ST8100605,2017-01-30,ACT,EPG,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T14:01:30+1200,2020-05-27T14:01:30+1200
upsert,2020_8008_ST8000612,ST8000612,9008000612,8008,ST8000612,2018-01-30,ACT,ENA,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T14:01:45+1200,2020-05-27T14:01:45+1200
upsert,2020_8008_ST8000625,ST8000625,9008000625,8008,ST8000625,2018-01-30,ACT,EPG,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T14:02:00+1200,2020-05-27T14:02:00+1200
upsert,2020_8008_ST8000638,ST8000638,9008000638,8008,ST8000638,2018-01-30,ACT,ECO,,,2020,2020-01-27,BASE,9,1,NA,9,NZC,2020-05-27T14:02:15+1200,2020-05-27T14:02:15+1200
upsert,2020_8008_ST8000640,ST8000640,9008000640,8008,ST8000640,2018-01-30,ACT,EPC,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T14:02:30+1200,2020-05-27T14:02:30+1200
upsert,2020_90902_ST8000653,ST8000653,9008000653,90902,ST8000653,2015-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:02:45+1200,2020-05-27T14:02:45+1200
upsert,2020_90902_ST2000006,ST2000006,9902000006,90902,ST2000006,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:03:00+1200,2020-05-27T14:03:00+1200
upsert,2020_90902_ST2000019,ST2000019,9902000019,90902,ST2000019,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:03:15+1200,2020-05-27T14:03:15+1200
upsert,2020_90902_ST2000021,ST2000021,9902000021,90902,ST2000021,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:03:30+1200,2020-05-27T14:03:30+1200
upsert,2020_90902_ST2000034,ST2000034,9902000034,90902,ST2000034,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:03:45+1200,2020-05-27T14:03:45+1200
upsert,2020_90902_ST2000047,ST2000047,9902000047,90902,ST2000047,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:04:00+1200,2020-05-27T14:04:00+1200
upsert,2020_90902_ST2100055,ST2100055,9902100055,90902,ST2100055,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:04:15+1200,2020-05-27T14:04:15+1200
upsert,2020_90902_ST2000062,ST2000062,9902000062,90902,ST2000062,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:04:30+1200,2020-05-27T14:04:30+1200
upsert,2020_90902_ST2000075,ST2000075,9902000075,90902,ST2000075,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:04:45+1200,2020-05-27T14:04:45+1200
upsert,2020_90902_ST2000088,ST2000088,9902000088,90902,ST2000088,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:04:59+1200,2020-05-27T14:04:59+1200
upsert,2020_90902_ST2000090,ST2000090,9902000090,90902,ST2000090,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:05:15+1200,2020-05-27T14:05:15+1200
upsert,2020_90902_ST2000100,ST2000100,9902000100,90902,ST2000100,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:05:30+1200,2020-05-27T14:05:30+1200
upsert,2020_90902_ST2000113,ST2000113,9902000113,90902,ST2000113,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:05:45+1200,2020-05-27T14:05:45+1200
upsert,2020_90902_ST2000126,ST2000126,9902000126,90902,ST2000126,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:06:00+1200,2020-05-27T14:06:00+1200
upsert,2020_90902_ST2000139,ST2000139,9902000139,90902,ST2000139,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:06:15+1200,2020-05-27T14:06:15+1200
upsert,2020_90902_ST2000141,ST2000141,9902000141,90902,ST2000141,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:06:30+1200,2020-05-27T14:06:30+1200
upsert,2020_90902_ST2000154,ST2000154,9902000154,90902,ST2000154,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:06:45+1200,2020-05-27T14:06:45+1200
upsert,2020_90902_ST2000167,ST2000167,9902000167,90902,ST2000167,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:07:00+1200,2020-05-27T14:07:00+1200
upsert,2020_90902_ST2100175,ST2100175,9902100175,90902,ST2100175,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:07:15+1200,2020-05-27T14:07:15+1200
upsert,2020_90902_ST2000182,ST2000182,9902000182,90902,ST2000182,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:07:29+1200,2020-05-27T14:07:29+1200
upsert,2020_90902_ST2000195,ST2000195,9902000195,90902,ST2000195,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:07:45+1200,2020-05-27T14:07:45+1200
upsert,2020_90902_ST2000205,ST2000205,9902000205,90902,ST2000205,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:08:00+1200,2020-05-27T14:08:00+1200
upsert,2020_90902_ST2000218,ST2000218,9902000218,90902,ST2000218,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:08:15+1200,2020-05-27T14:08:15+1200
upsert,2020_90902_ST2000220,ST2000220,9902000220,90902,ST2000220,2020-03-31,ACT,,ZER,ECE,,,,,,,,,2020-05-27T14:08:30+1200,2020-05-27T14:08:30+1200
upsert,2020_90902_ST2000233,ST2000233,9902000233,90902,ST2000233,2020-05-06,ACT,,ZER,ECE,,,,,,,,,2020-05-27T14:08:45+1200,2020-05-27T14:08:45+1200
upsert,2020_90902_ST2000246,ST2000246,9902000246,90902,ST2000246,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:08:59+1200,2020-05-27T14:08:59+1200
upsert,2020_90902_ST2000259,ST2000259,9902000259,90902,ST2000259,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:09:15+1200,2020-05-27T14:09:15+1200
upsert,2020_90902_ST2000261,ST2000261,9902000261,90902,ST2000261,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:09:30+1200,2020-05-27T14:09:30+1200
upsert,2020_90902_ST2000274,ST2000274,9902000274,90902,ST2000274,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:09:45+1200,2020-05-27T14:09:45+1200
upsert,2020_90902_ST2000287,ST2000287,9902000287,90902,ST2000287,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:10:00+1200,2020-05-27T14:10:00+1200
upsert,2020_90902_ST2100295,ST2100295,9902100295,90902,ST2100295,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:10:15+1200,2020-05-27T14:10:15+1200
upsert,2020_90902_ST2100305,ST2100305,9902100305,90902,ST2100305,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:10:30+1200,2020-05-27T14:10:30+1200
upsert,2020_90902_ST2000312,ST2000312,9902000312,90902,ST2000312,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:10:45+1200,2020-05-27T14:10:45+1200
upsert,2020_90902_ST2000325,ST2000325,9902000325,90902,ST2000325,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:11:00+1200,2020-05-27T14:11:00+1200
upsert,2020_90902_ST2000338,ST2000338,9902000338,90902,ST2000338,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:11:15+1200,2020-05-27T14:11:15+1200
upsert,2020_90902_ST2000340,ST2000340,9902000340,90902,ST2000340,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:11:29+1200,2020-05-27T14:11:29+1200
